EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
959,19,Yes,Travel_Rarely,Sales,21,3,Other,1,4,Male,Sales Representative,2,Single,2121,1,Yes,13,3,2,0,1,3,4,1,0,0,0
960,20,Yes,Travel_Rarely,Research & Development,4,3,Technical Degree,1,1,Male,Laboratory Technician,1,Single,2973,1,No,19,3,2,0,1,2,3,1,0,0,0
961,31,No,Travel_Rarely,Research & Development,12,3,Medical,1,4,Female,Healthcare Representative,4,Married,5855,0,Yes,11,3,3,2,10,2,1,9,7,8,5
964,40,No,Travel_Frequently,Research & Development,9,4,Medical,1,4,Male,Research Scientist,2,Divorced,3617,8,Yes,14,3,4,1,3,2,3,1,1,0,0
966,32,No,Travel_Rarely,Research & Development,3,4,Medical,1,3,Female,Manufacturing Director,1,Married,6725,1,No,12,3,3,1,8,2,4,8,7,6,3
967,36,Yes,Travel_Rarely,Sales,3,1,Life Sciences,1,3,Male,Sales Executive,4,Married,10325,1,Yes,11,3,1,1,16,6,3,16,7,3,7
969,33,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2,Female,Healthcare Representative,4,Single,6949,0,No,14,3,1,0,6,3,3,5,0,1,4
970,37,Yes,Travel_Rarely,Sales,1,4,Life Sciences,1,1,Male,Sales Executive,3,Married,10609,5,No,11,3,3,0,17,2,1,14,1,11,7
972,45,No,Non-Travel,Research & Development,4,2,Life Sciences,1,3,Male,Laboratory Technician,2,Married,4447,1,No,12,3,2,0,9,5,2,9,7,0,8
974,29,No,Travel_Frequently,Sales,20,3,Technical Degree,1,3,Female,Sales Representative,4,Married,2157,1,No,15,3,2,1,3,5,3,3,1,0,2
975,35,No,Travel_Rarely,Sales,18,3,Medical,1,3,Female,Sales Executive,3,Married,4601,1,No,16,3,2,0,5,3,3,5,2,1,0
976,52,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,4,Male,Manager,4,Married,17099,2,No,15,3,2,1,26,2,2,9,8,7,8
977,58,Yes,Travel_Rarely,Research & Development,2,3,Technical Degree,1,4,Male,Research Scientist,3,Single,2479,4,No,24,4,1,0,7,4,3,1,0,0,0
981,53,No,Travel_Rarely,Sales,2,2,Medical,1,3,Male,Manager,3,Divorced,14852,6,No,13,3,3,1,22,3,4,17,13,15,2
982,30,No,Travel_Rarely,Sales,8,2,Other,1,3,Male,Sales Executive,3,Divorced,7264,5,No,11,3,1,1,10,2,4,8,4,7,7
983,38,No,Non-Travel,Sales,10,3,Technical Degree,1,3,Female,Sales Executive,4,Single,5666,1,Yes,13,3,2,0,6,1,3,5,3,1,3
984,35,No,Travel_Rarely,Sales,3,4,Life Sciences,1,4,Male,Sales Executive,4,Divorced,7823,6,No,13,3,2,1,12,2,3,10,9,0,8
985,39,No,Travel_Rarely,Sales,2,5,Life Sciences,1,1,Male,Sales Executive,3,Single,7880,0,No,18,3,4,0,9,3,3,8,7,0,7
986,40,Yes,Non-Travel,Sales,24,3,Life Sciences,1,2,Female,Sales Executive,2,Single,13194,4,Yes,16,3,4,0,22,2,2,1,0,0,0
987,47,No,Travel_Frequently,Research & Development,16,4,Medical,1,3,Male,Manufacturing Director,3,Divorced,5067,1,Yes,19,3,3,0,20,3,4,19,10,2,7
990,36,No,Non-Travel,Sales,8,4,Technical Degree,1,1,Male,Sales Executive,4,Divorced,5079,4,No,13,3,4,2,12,3,3,7,7,0,7
991,31,Yes,Non-Travel,Research & Development,9,2,Medical,1,3,Male,Research Scientist,1,Single,2321,0,Yes,22,4,1,0,4,0,3,3,2,1,2
992,33,No,Non-Travel,Sales,17,3,Life Sciences,1,4,Male,Manager,3,Single,17444,1,No,11,3,4,0,10,2,3,10,8,6,0
994,29,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,1,4,Female,Research Scientist,1,Single,2404,6,Yes,20,4,3,0,3,5,3,0,0,0,0
995,33,No,Travel_Rarely,Research & Development,13,1,Life Sciences,1,2,Female,Research Scientist,4,Single,3452,3,No,18,3,1,0,5,4,3,3,2,0,2
996,45,No,Travel_Rarely,Research & Development,1,4,Medical,1,4,Female,Laboratory Technician,4,Divorced,2270,3,No,14,3,4,2,8,2,3,5,3,0,2
997,50,No,Travel_Rarely,Research & Development,1,2,Medical,1,4,Male,Research Director,4,Divorced,17399,9,No,22,4,3,1,32,1,2,5,4,1,3
998,33,No,Travel_Frequently,Research & Development,1,4,Other,1,3,Female,Healthcare Representative,2,Married,5488,1,Yes,13,3,1,1,6,2,3,6,5,1,2
999,41,No,Travel_Frequently,Research & Development,9,3,Medical,1,1,Male,Research Director,3,Divorced,19419,2,No,17,3,2,1,21,2,4,18,16,0,11
1001,27,No,Travel_Rarely,Research & Development,16,4,Technical Degree,1,3,Female,Laboratory Technician,2,Married,2811,9,No,14,3,2,1,4,2,3,2,2,2,2
1002,45,No,Non-Travel,Research & Development,23,2,Life Sciences,1,4,Male,Laboratory Technician,1,Married,3633,1,Yes,15,3,3,1,9,2,3,9,8,0,8
1003,47,No,Travel_Rarely,Sales,4,2,Life Sciences,1,4,Female,Sales Executive,4,Single,4163,1,Yes,17,3,3,0,9,0,3,9,0,0,7
1004,30,Yes,Travel_Rarely,Research & Development,22,3,Life Sciences,1,1,Female,Research Scientist,3,Married,2132,4,Yes,11,3,2,0,7,2,3,5,2,0,1
1005,50,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1,4,Male,Manufacturing Director,3,Married,13973,3,Yes,18,3,4,1,22,2,3,12,11,1,5
1006,38,No,Travel_Frequently,Research & Development,10,1,Medical,1,3,Male,Research Scientist,3,Married,2684,0,No,17,3,2,1,3,0,2,2,1,0,2
1007,46,No,Travel_Rarely,Research & Development,7,2,Medical,1,4,Male,Manufacturing Director,3,Divorced,10845,6,No,13,3,2,1,13,3,3,8,7,0,7
1009,24,No,Travel_Rarely,Research & Development,17,1,Medical,1,4,Female,Manufacturing Director,3,Divorced,4377,1,No,15,3,2,2,5,6,3,4,2,3,2
1010,35,Yes,Travel_Rarely,Research & Development,14,4,Other,1,3,Male,Laboratory Technician,2,Divorced,3743,1,Yes,24,4,4,1,5,2,1,4,2,0,2
1011,31,No,Travel_Frequently,Research & Development,1,1,Life Sciences,1,3,Female,Manufacturing Director,1,Married,4148,1,No,12,3,3,1,4,1,3,4,3,0,3
1012,18,No,Non-Travel,Research & Development,5,2,Life Sciences,1,2,Male,Research Scientist,4,Single,1051,1,No,15,3,4,0,0,2,3,0,0,0,0
1013,54,No,Travel_Rarely,Research & Development,17,3,Technical Degree,1,3,Female,Manufacturing Director,3,Married,10739,8,No,11,3,3,1,22,2,3,10,7,0,8
1014,35,No,Travel_Rarely,Research & Development,25,4,Medical,1,3,Female,Healthcare Representative,3,Divorced,10388,1,Yes,11,3,3,1,16,3,2,16,10,10,1
1015,30,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,2,Female,Research Director,1,Married,11416,0,Yes,12,3,3,3,9,4,2,8,7,1,7
1016,20,Yes,Travel_Rarely,Research & Development,11,3,Medical,1,4,Female,Research Scientist,1,Single,2600,1,Yes,15,3,1,0,1,2,3,1,0,0,0
1017,30,Yes,Travel_Frequently,Research & Development,5,3,Medical,1,2,Female,Laboratory Technician,2,Single,2422,0,No,17,3,1,0,4,3,3,3,2,1,2
1018,26,No,Travel_Rarely,Research & Development,2,2,Medical,1,4,Male,Manufacturing Director,4,Married,5472,1,No,12,3,2,0,8,2,3,8,7,1,3
1019,22,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,2,Male,Laboratory Technician,1,Married,2451,1,No,15,3,1,1,4,3,2,4,3,1,1
1022,48,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,1,Male,Healthcare Representative,3,Single,4240,2,No,13,3,4,0,19,0,3,2,2,2,2
1024,48,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,3,Male,Healthcare Representative,3,Single,10999,7,No,14,3,2,0,27,3,3,15,11,4,8
1025,41,No,Travel_Rarely,Research & Development,7,2,Medical,1,4,Female,Manufacturing Director,3,Single,5003,6,No,14,3,2,0,8,6,3,2,2,2,1
1026,39,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,4,Female,Manufacturing Director,4,Married,12742,1,No,16,3,3,1,21,3,3,21,6,11,8
1027,27,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1,Female,Manufacturing Director,4,Married,4227,0,No,18,3,2,1,4,2,3,3,2,2,2
1028,35,No,Travel_Rarely,Research & Development,10,3,Other,1,2,Male,Laboratory Technician,4,Divorced,3917,1,No,20,4,1,1,3,4,2,3,2,1,2
1029,42,No,Travel_Rarely,Sales,5,2,Marketing,1,4,Male,Manager,3,Married,18303,6,No,13,3,2,0,21,3,4,1,0,0,0
1030,50,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,1,Male,Laboratory Technician,4,Married,2380,4,No,18,3,2,0,8,5,3,1,0,0,0
1032,59,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3,Female,Manufacturing Director,4,Single,13726,3,Yes,13,3,1,0,30,4,3,5,3,4,3
1033,37,Yes,Travel_Rarely,Research & Development,11,2,Medical,1,1,Female,Healthcare Representative,2,Married,4777,5,No,15,3,1,0,15,2,1,1,0,0,0
1034,55,No,Travel_Frequently,Research & Development,18,4,Medical,1,3,Male,Healthcare Representative,2,Married,6385,3,Yes,14,3,4,2,17,3,3,8,7,6,7
1035,41,No,Non-Travel,Research & Development,7,1,Life Sciences,1,2,Female,Research Director,3,Divorced,19973,1,No,22,4,2,2,21,3,3,21,16,5,10
1036,38,No,Travel_Rarely,Sales,3,4,Life Sciences,1,2,Male,Sales Executive,4,Single,6861,8,Yes,12,3,3,0,19,1,3,1,0,0,0
1037,26,Yes,Non-Travel,Sales,29,2,Medical,1,2,Male,Sales Executive,1,Single,4969,8,No,18,3,4,0,7,6,3,2,2,2,2
1038,52,Yes,Travel_Rarely,Sales,2,1,Marketing,1,1,Female,Manager,4,Married,19845,1,No,15,3,4,1,33,3,3,32,14,6,9
1039,44,No,Travel_Rarely,Sales,28,3,Medical,1,4,Female,Sales Executive,4,Married,13320,3,Yes,18,3,3,1,23,2,3,12,11,11,11
1040,50,No,Non-Travel,Sales,1,3,Life Sciences,1,4,Female,Sales Executive,3,Married,6347,0,No,12,3,1,1,19,3,3,18,7,0,13
1042,36,Yes,Travel_Rarely,Research & Development,16,4,Life Sciences,1,3,Female,Laboratory Technician,1,Single,2743,1,No,16,3,3,0,18,1,3,17,13,15,14
1043,39,No,Travel_Frequently,Research & Development,22,3,Medical,1,4,Female,Manufacturing Director,1,Single,10880,1,Yes,13,3,3,0,21,2,3,21,6,2,8
1044,33,No,Non-Travel,Sales,8,1,Life Sciences,1,2,Female,Sales Representative,4,Single,2342,0,No,19,3,4,0,3,2,2,2,2,2,2
1045,45,No,Travel_Rarely,Sales,11,2,Life Sciences,1,4,Female,Manager,4,Married,17650,3,No,13,3,2,1,26,4,4,9,3,1,1
1046,32,No,Non-Travel,Research & Development,29,4,Medical,1,4,Female,Laboratory Technician,3,Single,4025,9,No,12,3,2,0,10,2,3,8,7,7,7
1047,34,No,Travel_Rarely,Sales,1,4,Marketing,1,2,Male,Sales Executive,4,Divorced,9725,0,No,11,3,4,1,16,2,2,15,1,0,9
1048,59,No,Travel_Rarely,Sales,1,2,Technical Degree,1,2,Male,Manager,4,Married,11904,3,Yes,14,3,3,1,14,1,1,6,4,0,4
1049,45,No,Travel_Rarely,Human Resources,24,4,Medical,1,2,Male,Human Resources,2,Single,2177,1,No,16,3,1,0,6,3,3,6,3,0,4
1050,53,No,Travel_Frequently,Sales,2,3,Marketing,1,3,Female,Sales Executive,2,Married,7525,2,No,12,3,1,1,30,2,3,15,7,6,12
1052,36,Yes,Travel_Rarely,Research & Development,15,3,Other,1,1,Male,Laboratory Technician,3,Divorced,4834,7,No,14,3,2,1,9,3,2,1,0,0,0
1053,26,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1,1,Male,Research Scientist,1,Married,2042,6,Yes,14,3,2,1,6,2,3,3,2,1,2
1055,34,No,Travel_Rarely,Sales,10,4,Life Sciences,1,3,Female,Sales Representative,3,Married,2220,1,Yes,19,3,4,1,1,2,3,1,1,0,0
1056,28,No,Travel_Rarely,Sales,10,1,Medical,1,4,Male,Sales Representative,2,Married,1052,1,No,22,4,2,0,1,5,3,1,0,0,0
1060,38,No,Travel_Frequently,Research & Development,3,4,Other,1,3,Male,Research Scientist,3,Married,2821,3,No,16,3,1,1,8,2,3,2,2,2,2
1061,50,No,Travel_Rarely,Research & Development,2,4,Medical,1,2,Male,Research Director,3,Married,19237,2,Yes,11,3,4,1,29,2,2,8,1,7,7
1062,37,No,Travel_Rarely,Research & Development,3,3,Other,1,4,Female,Healthcare Representative,2,Single,4107,3,No,15,3,1,0,8,3,2,4,3,0,1
1066,40,No,Travel_Rarely,Sales,26,3,Marketing,1,3,Male,Sales Executive,1,Married,8396,1,No,14,3,2,1,8,3,2,7,7,7,5
1068,26,No,Travel_Frequently,Research & Development,1,1,Medical,1,1,Female,Research Scientist,3,Divorced,2007,1,No,13,3,3,2,5,5,3,5,3,1,3
1069,46,No,Travel_Rarely,Research & Development,1,4,Medical,1,4,Male,Research Director,4,Divorced,19627,9,No,17,3,4,2,23,0,3,2,2,2,2
1070,54,No,Travel_Rarely,Sales,2,4,Life Sciences,1,3,Female,Sales Executive,3,Married,10686,6,No,11,3,2,1,13,4,3,9,4,7,0
1071,56,No,Travel_Frequently,Research & Development,9,3,Medical,1,1,Female,Research Scientist,3,Married,2942,2,No,19,3,2,1,18,4,3,5,4,0,3
1073,36,No,Travel_Rarely,Research & Development,12,5,Medical,1,4,Female,Manufacturing Director,4,Single,8858,0,No,11,3,2,0,15,2,2,14,8,7,8
1074,55,No,Non-Travel,Research & Development,2,1,Medical,1,3,Male,Manager,1,Single,16756,7,No,15,3,2,0,31,3,4,9,7,6,2
1076,43,No,Travel_Rarely,Sales,25,3,Medical,1,3,Male,Sales Executive,4,Divorced,10798,5,No,13,3,3,1,18,5,3,1,0,0,0
1077,20,Yes,Travel_Frequently,Sales,9,3,Marketing,1,4,Female,Sales Representative,4,Single,2323,1,Yes,14,3,2,0,2,3,3,2,2,0,2
1079,21,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,1,3,Female,Laboratory Technician,1,Single,1416,1,No,13,3,1,0,1,6,2,1,0,1,0
1080,46,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,4,Female,Research Scientist,1,Divorced,4615,8,Yes,23,4,1,3,19,2,3,16,13,1,7
1081,51,Yes,Travel_Rarely,Research & Development,4,4,Life Sciences,1,1,Male,Research Scientist,3,Married,2461,9,Yes,12,3,3,3,18,2,4,10,0,2,7
1082,28,Yes,Non-Travel,Research & Development,24,2,Technical Degree,1,2,Male,Healthcare Representative,1,Single,8722,1,No,12,3,1,0,10,2,2,10,7,1,9
1083,26,No,Travel_Rarely,Research & Development,1,2,Medical,1,1,Male,Laboratory Technician,1,Married,3955,1,No,16,3,1,2,6,2,3,5,3,1,3
1084,30,No,Travel_Rarely,Research & Development,20,3,Other,1,3,Male,Manufacturing Director,1,Married,9957,0,No,15,3,3,1,7,1,2,6,2,0,2
1085,41,No,Travel_Rarely,Research & Development,7,2,Technical Degree,1,2,Female,Research Scientist,3,Married,3376,1,No,13,3,3,0,10,3,3,10,6,0,8
1088,38,No,Travel_Rarely,Research & Development,17,1,Life Sciences,1,3,Female,Healthcare Representative,3,Married,8823,0,No,18,3,1,1,20,4,2,19,9,1,9
1092,40,No,Travel_Rarely,Research & Development,20,4,Technical Degree,1,1,Male,Healthcare Representative,4,Married,10322,4,No,20,4,4,1,14,6,3,11,10,11,1
1094,27,No,Non-Travel,Research & Development,8,5,Life Sciences,1,1,Male,Laboratory Technician,3,Married,4621,1,No,19,3,4,3,3,4,3,3,2,1,2
1096,55,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,4,Male,Manufacturing Director,2,Married,10976,3,No,18,3,2,1,23,4,3,3,2,1,2
1097,28,No,Travel_Rarely,Research & Development,10,3,Other,1,3,Female,Research Scientist,3,Single,3660,3,No,13,3,4,0,10,4,4,8,7,1,7
1098,44,Yes,Travel_Rarely,Human Resources,1,2,Medical,1,2,Male,Human Resources,1,Married,10482,9,No,14,3,4,1,24,1,3,20,6,3,6
1099,33,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,4,Male,Healthcare Representative,4,Divorced,7119,4,No,15,3,3,1,9,2,3,3,2,1,2
1100,35,Yes,Travel_Rarely,Sales,4,3,Technical Degree,1,4,Male,Sales Executive,1,Single,9582,0,Yes,22,4,1,0,9,2,3,8,7,4,7
1101,33,Yes,Travel_Frequently,Research & Development,29,4,Medical,1,1,Female,Research Scientist,3,Single,4508,1,No,22,4,2,0,14,4,3,13,7,3,8
1102,28,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1,1,Male,Laboratory Technician,3,Divorced,2207,1,No,16,3,4,1,4,5,2,4,2,2,2
1103,34,No,Travel_Frequently,Research & Development,3,1,Life Sciences,1,1,Male,Healthcare Representative,4,Single,7756,0,No,17,3,3,0,7,1,2,6,2,0,4
1105,37,No,Travel_Rarely,Sales,10,4,Life Sciences,1,4,Female,Sales Executive,4,Divorced,6694,2,Yes,14,3,3,3,8,5,3,1,0,0,0
1106,25,Yes,Travel_Rarely,Research & Development,4,1,Technical Degree,1,4,Male,Laboratory Technician,4,Married,3691,1,Yes,15,3,2,1,7,3,4,7,7,5,6
1107,26,Yes,Travel_Rarely,Research & Development,21,3,Medical,1,1,Male,Laboratory Technician,3,Divorced,2377,1,No,20,4,3,1,1,0,2,1,1,0,0
1108,33,Yes,Travel_Rarely,Research & Development,25,3,Medical,1,1,Male,Research Scientist,2,Single,2313,4,Yes,20,4,2,0,5,0,3,2,2,2,2
1109,42,No,Travel_Rarely,Research & Development,2,2,Medical,1,4,Male,Manager,1,Married,17665,0,No,17,3,4,1,23,3,3,22,6,13,7
1111,28,Yes,Travel_Frequently,Research & Development,1,3,Medical,1,1,Male,Laboratory Technician,2,Divorced,2596,1,No,15,3,1,2,1,2,3,1,0,0,0
1113,50,Yes,Travel_Frequently,Sales,1,4,Other,1,4,Male,Sales Executive,3,Single,4728,3,Yes,14,3,4,0,5,4,3,0,0,0,0
1114,33,No,Travel_Frequently,Sales,7,3,Life Sciences,1,4,Female,Sales Executive,2,Married,4302,0,No,17,3,3,1,4,3,3,3,2,0,2
1115,34,No,Non-Travel,Research & Development,3,4,Life Sciences,1,3,Male,Research Scientist,4,Married,2979,3,No,17,3,4,3,6,2,3,0,0,0,0
1116,48,No,Non-Travel,Research & Development,1,4,Medical,1,1,Male,Manager,4,Single,16885,2,No,22,4,3,0,27,3,2,5,4,2,1
1117,45,No,Non-Travel,Sales,9,4,Life Sciences,1,2,Female,Sales Executive,3,Married,5593,1,No,13,3,4,1,15,2,3,15,10,4,12
1118,52,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,2,Male,Healthcare Representative,2,Single,10445,7,No,19,3,4,0,18,4,3,8,6,4,0
1119,38,No,Travel_Rarely,Sales,10,4,Marketing,1,3,Male,Sales Executive,3,Divorced,8740,0,Yes,14,3,2,2,9,2,3,8,7,2,7
1120,29,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,3,Female,Research Scientist,4,Divorced,2514,4,No,22,4,1,1,11,1,3,7,5,1,7
1121,28,No,Travel_Rarely,Research & Development,3,3,Medical,1,4,Female,Manufacturing Director,2,Divorced,7655,0,No,17,3,2,3,10,3,2,9,7,1,7
1124,46,No,Travel_Rarely,Sales,3,1,Marketing,1,1,Male,Manager,3,Married,17465,3,No,12,3,4,1,23,3,3,12,9,4,9
1125,38,No,Travel_Rarely,Sales,2,2,Marketing,1,4,Male,Sales Executive,2,Single,7351,7,No,16,3,3,0,10,2,3,1,0,0,0
1126,43,No,Travel_Frequently,Research & Development,27,3,Life Sciences,1,3,Female,Manufacturing Director,1,Married,10820,8,No,11,3,3,1,18,1,3,8,7,0,1
1127,39,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1,1,Male,Healthcare Representative,4,Divorced,12169,7,No,11,3,4,3,21,4,3,18,7,11,5
1128,40,No,Travel_Rarely,Research & Development,14,3,Medical,1,3,Male,Research Director,3,Single,19626,1,No,14,3,1,0,21,2,4,20,7,4,9
1131,21,No,Travel_Rarely,Research & Development,1,1,Technical Degree,1,4,Female,Research Scientist,2,Single,2070,1,Yes,11,3,3,0,2,6,4,2,2,2,2
1132,39,No,Non-Travel,Research & Development,9,3,Life Sciences,1,3,Male,Laboratory Technician,2,Single,6782,9,No,15,3,3,0,9,2,2,5,4,0,3
1133,36,No,Non-Travel,Research & Development,18,4,Life Sciences,1,1,Male,Manufacturing Director,4,Single,7779,2,No,20,4,1,0,18,0,3,11,9,0,9
1135,31,No,Travel_Frequently,Sales,20,3,Life Sciences,1,3,Male,Sales Representative,4,Married,2791,0,No,12,3,1,1,3,4,3,2,2,2,2
1136,28,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,1,Male,Research Scientist,2,Married,3201,0,No,17,3,1,0,6,2,1,5,3,0,4
1137,35,No,Travel_Frequently,Sales,11,2,Marketing,1,4,Male,Sales Executive,4,Divorced,4968,1,No,11,3,4,1,5,3,3,5,2,0,2
1138,49,No,Travel_Rarely,Sales,8,4,Technical Degree,1,4,Male,Sales Executive,2,Married,13120,6,No,17,3,2,1,22,3,3,9,8,2,3
1140,34,No,Travel_Frequently,Research & Development,2,2,Life Sciences,1,4,Male,Manufacturing Director,3,Single,4033,2,No,11,3,4,0,5,3,2,3,2,0,2
1143,29,No,Travel_Frequently,Research & Development,10,3,Life Sciences,1,4,Female,Research Scientist,2,Divorced,3291,0,No,14,3,4,2,8,2,2,7,5,1,1
1148,42,No,Travel_Rarely,Research & Development,29,3,Medical,1,2,Male,Laboratory Technician,4,Single,4272,4,No,19,3,1,0,16,3,3,1,0,0,0
1150,29,No,Travel_Rarely,Research & Development,8,1,Medical,1,2,Male,Manufacturing Director,4,Married,5056,1,Yes,15,3,3,1,10,2,2,10,7,1,2
1152,38,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,3,Male,Human Resources,3,Married,2844,1,No,13,3,4,1,7,2,4,7,6,5,0
1154,28,No,Travel_Frequently,Research & Development,6,3,Life Sciences,1,3,Male,Research Scientist,3,Divorced,2703,1,Yes,14,3,4,1,3,2,3,3,1,0,2
1156,18,Yes,Non-Travel,Research & Development,8,1,Medical,1,3,Male,Laboratory Technician,3,Single,1904,1,No,12,3,4,0,0,0,3,0,0,0,0
1157,33,Yes,Travel_Rarely,Sales,9,4,Marketing,1,1,Female,Sales Executive,1,Single,8224,0,Yes,17,3,1,0,6,3,3,5,2,0,3
1158,41,No,Travel_Rarely,Research & Development,12,4,Life Sciences,1,2,Male,Laboratory Technician,4,Married,4766,3,Yes,11,3,1,1,6,4,3,1,0,0,0
1160,31,Yes,Travel_Frequently,Research & Development,15,3,Medical,1,3,Male,Laboratory Technician,3,Married,2610,1,No,12,3,3,1,2,5,2,2,2,2,2
1161,37,No,Travel_Rarely,Research & Development,25,2,Medical,1,3,Female,Healthcare Representative,4,Divorced,5731,7,No,13,3,3,2,9,2,3,6,2,1,3
1162,27,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,4,Male,Research Scientist,3,Married,2539,1,No,13,3,3,1,4,0,3,4,2,2,2
1163,34,No,Travel_Rarely,Sales,9,1,Life Sciences,1,2,Female,Sales Executive,3,Married,5714,1,No,20,4,1,0,6,3,2,6,5,1,3
1164,35,No,Travel_Rarely,Human Resources,8,4,Technical Degree,1,3,Male,Human Resources,3,Single,4323,1,No,17,3,2,0,6,2,1,5,4,1,4
1165,29,Yes,Travel_Rarely,Sales,23,1,Life Sciences,1,4,Female,Sales Executive,1,Married,7336,1,No,13,3,1,1,11,3,1,11,8,3,10
1166,40,No,Travel_Frequently,Research & Development,9,4,Medical,1,2,Female,Research Director,3,Single,13499,9,No,17,3,3,0,20,3,2,18,7,2,13
1167,42,Yes,Travel_Frequently,Sales,12,3,Life Sciences,1,3,Male,Sales Executive,1,Single,13758,0,Yes,12,3,2,0,22,2,2,21,9,13,14
1171,42,No,Travel_Rarely,Sales,4,4,Marketing,1,2,Male,Sales Executive,1,Single,5155,7,No,13,3,4,0,9,3,4,6,4,1,5
1172,35,No,Travel_Rarely,Research & Development,1,4,Medical,1,4,Male,Laboratory Technician,3,Married,2258,6,No,12,3,2,1,10,2,3,8,0,1,7
1173,24,No,Travel_Rarely,Research & Development,24,3,Medical,1,4,Male,Laboratory Technician,2,Single,3597,8,No,22,4,4,0,6,2,3,4,3,1,2
1175,28,Yes,Travel_Rarely,Research & Development,12,1,Life Sciences,1,3,Female,Laboratory Technician,4,Married,2515,1,Yes,11,3,4,0,1,4,2,1,1,0,0
1177,26,No,Travel_Rarely,Research & Development,3,4,Medical,1,1,Male,Laboratory Technician,4,Married,4420,1,No,22,4,2,1,8,2,3,8,7,0,7
1179,30,No,Travel_Rarely,Sales,10,3,Marketing,1,3,Male,Sales Executive,3,Married,6578,1,No,18,3,1,1,10,3,3,10,3,1,4
1180,40,No,Travel_Frequently,Research & Development,26,2,Medical,1,3,Female,Research Scientist,4,Married,4422,3,Yes,13,3,4,1,16,3,1,1,1,0,0
1182,35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3,Male,Manufacturing Director,2,Divorced,10274,2,No,18,3,2,1,15,2,4,7,7,6,4
1184,34,No,Travel_Frequently,Research & Development,1,3,Medical,1,4,Male,Healthcare Representative,1,Single,5343,0,No,20,4,3,0,14,3,3,13,9,4,9
1185,35,No,Travel_Frequently,Research & Development,4,4,Other,1,4,Male,Laboratory Technician,4,Married,2376,1,No,13,3,2,1,2,2,4,2,2,2,2
1188,43,Yes,Travel_Rarely,Sales,9,3,Marketing,1,1,Female,Sales Executive,3,Single,5346,8,No,13,3,2,0,7,2,2,4,3,1,3
1190,32,No,Non-Travel,Sales,2,1,Life Sciences,1,3,Female,Sales Representative,1,Divorced,2827,1,No,12,3,3,3,1,3,3,1,0,0,0
1191,56,No,Travel_Rarely,Research & Development,4,4,Technical Degree,1,4,Female,Manager,1,Divorced,19943,4,No,13,3,4,1,28,2,3,5,2,4,2
1192,29,No,Travel_Rarely,Research & Development,6,1,Medical,1,2,Female,Laboratory Technician,4,Married,3131,1,No,13,3,1,1,10,5,3,10,8,0,8
1193,19,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1,3,Male,Research Scientist,1,Single,2552,1,No,25,4,3,0,1,4,3,1,1,0,0
1195,45,No,Travel_Rarely,Research & Development,7,3,Medical,1,1,Female,Research Scientist,3,Married,4477,4,Yes,19,3,3,1,7,2,2,3,2,0,2
1196,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,4,Female,Manufacturing Director,4,Married,6474,1,No,13,3,2,1,14,2,2,14,8,3,11
1198,20,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1,Male,Laboratory Technician,3,Single,3033,1,No,12,3,1,0,2,2,2,2,2,1,2
1200,44,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,1,3,Male,Research Scientist,3,Single,2936,1,Yes,11,3,3,0,6,4,3,6,4,0,2
1201,53,No,Travel_Rarely,Research & Development,7,2,Medical,1,4,Female,Manager,3,Divorced,18606,3,No,18,3,2,1,26,6,3,7,7,4,7
